event_id,account_id,event_name,event_at,user_role
137,10003,login,2026-03-12 00:00:00,member
138,10003,integration_sync,2026-01-05 00:00:00,member
139,10003,login,2026-01-05 00:00:00,member
140,10003,integration_sync,2026-01-19 00:00:00,viewer
141,10003,export_report,2026-02-27 00:00:00,viewer
142,10004,dashboard_view,2026-04-10 00:00:00,viewer
143,10004,invite_user,2026-03-16 00:00:00,viewer
144,10004,login,2026-02-06 00:00:00,member
145,10004,export_report,2026-03-23 00:00:00,viewer
146,10004,invite_user,2026-01-21 00:00:00,admin
147,10004,integration_sync,2026-02-25 00:00:00,member
148,10004,export_report,2026-04-08 00:00:00,admin
149,10004,create_project,2026-03-30 00:00:00,member
150,10004,integration_sync,2026-01-16 00:00:00,admin
151,10004,dashboard_view,2026-04-12 00:00:00,admin
152,10004,integration_sync,2026-01-08 00:00:00,admin
153,10004,dashboard_view,2026-01-16 00:00:00,admin
154,10004,login,2026-03-13 00:00:00,admin
155,10004,create_project,2026-02-09 00:00:00,member
156,10004,invite_user,2026-01-24 00:00:00,member
157,10004,invite_user,2026-02-12 00:00:00,member
158,10004,create_project,2026-02-10 00:00:00,viewer
159,10004,create_project,2026-02-09 00:00:00,admin
160,10004,integration_sync,2026-03-26 00:00:00,viewer
161,10004,create_project,2026-02-24 00:00:00,admin
162,10004,integration_sync,2026-02-10 00:00:00,member
163,10004,invite_user,2026-04-02 00:00:00,viewer
164,10004,integration_sync,2026-02-21 00:00:00,viewer
165,10004,dashboard_view,2026-03-04 00:00:00,viewer
166,10004,dashboard_view,2026-04-11 00:00:00,admin
167,10004,integration_sync,2026-02-23 00:00:00,admin
168,10004,invite_user,2026-04-28 00:00:00,viewer
169,10004,integration_sync,2026-04-29 00:00:00,member
170,10004,integration_sync,2026-01-20 00:00:00,admin
171,10004,create_project,2026-04-23 00:00:00,member
172,10004,dashboard_view,2026-02-19 00:00:00,member
173,10004,integration_sync,2026-03-10 00:00:00,member
174,10004,create_project,2026-03-03 00:00:00,admin
175,10004,create_project,2026-01-06 00:00:00,admin
176,10004,create_project,2026-01-10 00:00:00,admin
177,10004,integration_sync,2026-01-22 00:00:00,member
178,10004,login,2026-04-24 00:00:00,admin
179,10004,integration_sync,2026-03-18 00:00:00,viewer
180,10004,export_report,2026-03-03 00:00:00,viewer
181,10004,integration_sync,2026-02-15 00:00:00,viewer
182,10004,dashboard_view,2026-03-28 00:00:00,viewer
183,10004,login,2026-03-06 00:00:00,member
184,10004,dashboard_view,2026-01-15 00:00:00,viewer
185,10004,login,2026-02-12 00:00:00,viewer
186,10004,create_project,2026-04-11 00:00:00,viewer
187,10004,login,2026-01-31 00:00:00,admin
188,10004,integration_sync,2026-04-17 00:00:00,member
189,10004,login,2026-01-21 00:00:00,admin
190,10004,invite_user,2026-03-28 00:00:00,admin
191,10004,dashboard_view,2026-01-31 00:00:00,member
192,10004,integration_sync,2026-03-06 00:00:00,member
193,10004,invite_user,2026-02-21 00:00:00,admin
194,10004,create_project,2026-04-01 00:00:00,viewer
195,10004,dashboard_view,2026-02-09 00:00:00,admin
196,10004,login,2026-02-02 00:00:00,member
197,10004,create_project,2026-03-30 00:00:00,admin
198,10004,invite_user,2026-02-03 00:00:00,member
199,10004,login,2026-02-20 00:00:00,viewer
200,10004,dashboard_view,2026-01-31 00:00:00,member
201,10004,integration_sync,2026-02-25 00:00:00,member
202,10004,invite_user,2026-04-11 00:00:00,member
203,10004,dashboard_view,2026-04-04 00:00:00,member
204,10004,create_project,2026-01-11 00:00:00,member
205,10004,integration_sync,2026-02-12 00:00:00,admin
206,10004,integration_sync,2026-01-27 00:00:00,member
207,10004,login,2026-01-08 00:00:00,viewer
208,10004,integration_sync,2026-01-01 00:00:00,admin
209,10004,invite_user,2026-03-23 00:00:00,member
210,10004,dashboard_view,2026-03-20 00:00:00,member
211,10004,create_project,2026-03-23 00:00:00,viewer
212,10004,login,2026-03-30 00:00:00,viewer
213,10004,invite_user,2026-04-02 00:00:00,member
214,10004,create_project,2026-04-08 00:00:00,admin
215,10004,integration_sync,2026-02-07 00:00:00,member
216,10004,integration_sync,2026-02-10 00:00:00,viewer
217,10004,login,2026-01-02 00:00:00,admin
218,10004,create_project,2026-01-07 00:00:00,member
219,10004,login,2026-04-01 00:00:00,admin
220,10004,dashboard_view,2026-04-13 00:00:00,viewer
221,10004,integration_sync,2026-04-03 00:00:00,viewer
222,10004,export_report,2026-03-16 00:00:00,member
223,10004,export_report,2026-02-15 00:00:00,admin
224,10004,dashboard_view,2026-03-25 00:00:00,viewer
225,10004,create_project,2026-04-03 00:00:00,member
226,10004,login,2026-04-25 00:00:00,viewer
227,10004,dashboard_view,2026-02-26 00:00:00,admin
228,10005,integration_sync,2026-01-04 00:00:00,viewer
229,10005,login,2026-04-28 00:00:00,admin
230,10005,invite_user,2026-03-25 00:00:00,viewer
231,10005,invite_user,2026-04-28 00:00:00,admin
232,10005,invite_user,2026-04-29 00:00:00,admin
233,10005,export_report,2026-02-23 00:00:00,member
234,10005,integration_sync,2026-03-04 00:00:00,viewer
235,10005,export_report,2026-04-30 00:00:00,member
236,10005,integration_sync,2026-03-15 00:00:00,viewer
237,10005,dashboard_view,2026-01-28 00:00:00,admin
238,10005,create_project,2026-02-28 00:00:00,member
239,10005,login,2026-04-18 00:00:00,viewer
240,10005,export_report,2026-02-06 00:00:00,viewer
241,10005,create_project,2026-02-06 00:00:00,viewer
242,10005,dashboard_view,2026-03-12 00:00:00,admin
243,10006,login,2026-03-01 00:00:00,viewer
244,10006,export_report,2026-02-21 00:00:00,member
245,10006,create_project,2026-03-08 00:00:00,member
246,10006,login,2026-02-18 00:00:00,member
247,10006,login,2026-04-28 00:00:00,viewer
248,10006,export_report,2026-01-02 00:00:00,member
249,10006,dashboard_view,2026-01-03 00:00:00,viewer
250,10006,dashboard_view,2026-01-10 00:00:00,admin
251,10006,integration_sync,2026-04-20 00:00:00,viewer
252,10006,export_report,2026-03-14 00:00:00,member
253,10006,export_report,2026-04-03 00:00:00,admin
254,10006,create_project,2026-01-08 00:00:00,viewer
255,10006,integration_sync,2026-01-07 00:00:00,admin
256,10006,create_project,2026-01-30 00:00:00,member
257,10006,invite_user,2026-02-12 00:00:00,admin
258,10006,export_report,2026-04-05 00:00:00,member
259,10006,integration_sync,2026-04-20 00:00:00,viewer
260,10006,export_report,2026-01-06 00:00:00,member
261,10006,invite_user,2026-03-27 00:00:00,viewer
262,10006,export_report,2026-02-13 00:00:00,viewer
263,10006,integration_sync,2026-04-06 00:00:00,member
264,10006,export_report,2026-02-11 00:00:00,member
265,10006,create_project,2026-01-31 00:00:00,member
266,10006,invite_user,2026-01-17 00:00:00,admin
267,10006,dashboard_view,2026-02-22 00:00:00,member
268,10006,dashboard_view,2026-01-14 00:00:00,viewer
269,10006,integration_sync,2026-03-18 00:00:00,member
270,10006,integration_sync,2026-01-25 00:00:00,admin
271,10006,dashboard_view,2026-02-03 00:00:00,viewer
272,10006,dashboard_view,2026-03-13 00:00:00,admin
273,10006,dashboard_view,2026-04-10 00:00:00,member
274,10006,login,2026-02-22 00:00:00,member
275,10006,create_project,2026-02-18 00:00:00,admin
276,10006,integration_sync,2026-02-21 00:00:00,viewer
277,10006,invite_user,2026-03-27 00:00:00,viewer
278,10006,login,2026-02-23 00:00:00,viewer
279,10006,export_report,2026-01-27 00:00:00,viewer
280,10006,,2026-04-30 00:00:00,viewer
281,10006,create_project,2026-01-24 00:00:00,viewer
282,10006,export_report,2026-04-07 00:00:00,viewer
283,10006,login,2026-03-24 00:00:00,member
284,10006,dashboard_view,2026-01-27 00:00:00,admin
285,10006,export_report,2026-03-08 00:00:00,member
286,10006,create_project,2026-03-01 00:00:00,viewer
287,10006,integration_sync,2026-04-29 00:00:00,admin
288,10006,dashboard_view,2026-02-15 00:00:00,viewer
289,10006,dashboard_view,2026-01-20 00:00:00,viewer
290,10006,export_report,2026-04-04 00:00:00,member
291,10006,create_project,2026-04-29 00:00:00,admin
292,10006,integration_sync,2026-01-26 00:00:00,viewer
293,10006,invite_user,2026-01-29 00:00:00,admin
294,10006,create_project,2026-04-19 00:00:00,viewer
295,10006,integration_sync,2026-03-17 00:00:00,member
296,10006,dashboard_view,2026-02-02 00:00:00,viewer
297,10006,invite_user,2026-02-10 00:00:00,member
298,10006,integration_sync,2026-03-27 00:00:00,viewer
299,10006,login,2026-01-20 00:00:00,viewer
300,10006,dashboard_view,2026-01-16 00:00:00,viewer
301,10006,create_project,2026-04-28 00:00:00,viewer
302,10006,export_report,2026-01-23 00:00:00,viewer
303,10006,login,2026-02-10 00:00:00,member
304,10006,login,2026-02-17 00:00:00,viewer
305,10006,login,2026-02-14 00:00:00,admin
306,10006,export_report,2026-01-10 00:00:00,admin
307,10006,export_report,2026-01-26 00:00:00,admin
308,10006,dashboard_view,2026-04-04 00:00:00,admin
309,10006,dashboard_view,2026-02-26 00:00:00,admin
310,10006,dashboard_view,2026-02-10 00:00:00,admin
311,10006,login,2026-04-17 00:00:00,admin
312,10006,export_report,2026-01-29 00:00:00,viewer
313,10006,integration_sync,2026-03-02 00:00:00,member
314,10006,export_report,2026-03-01 00:00:00,viewer
315,10006,integration_sync,2026-01-04 00:00:00,viewer
316,10006,create_project,2026-02-06 00:00:00,member
317,10006,create_project,2026-04-24 00:00:00,viewer
318,10006,login,2026-02-08 00:00:00,member
319,10006,integration_sync,2026-03-13 00:00:00,viewer
320,10006,login,2026-03-03 00:00:00,admin
321,10006,create_project,2026-04-03 00:00:00,admin
322,10006,login,2026-02-28 00:00:00,viewer
323,10006,export_report,2026-01-20 00:00:00,viewer
324,10006,invite_user,2026-03-27 00:00:00,admin
325,10006,dashboard_view,2026-02-04 00:00:00,viewer
326,10006,invite_user,2026-03-29 00:00:00,member
327,10006,login,2026-01-12 00:00:00,member
328,10006,create_project,2026-03-15 00:00:00,admin
329,10006,export_report,2026-01-25 00:00:00,admin
330,10006,invite_user,2026-03-11 00:00:00,member
331,10006,invite_user,2026-02-10 00:00:00,member
332,10006,invite_user,2026-04-11 00:00:00,member
333,10006,invite_user,2026-03-31 00:00:00,member
334,10006,dashboard_view,2026-03-09 00:00:00,admin
335,10006,export_report,2026-04-03 00:00:00,admin
336,10006,create_project,2026-03-13 00:00:00,viewer
337,10006,invite_user,2026-03-02 00:00:00,member
338,10006,export_report,2026-01-18 00:00:00,member
339,10006,dashboard_view,2026-04-17 00:00:00,viewer
340,10006,login,2026-02-20 00:00:00,admin
341,10006,create_project,2026-04-14 00:00:00,member
342,10006,create_project,2026-03-28 00:00:00,viewer
343,10006,export_report,2026-04-08 00:00:00,viewer
344,10006,export_report,2026-04-17 00:00:00,admin
345,10006,invite_user,2026-03-09 00:00:00,viewer
346,10006,invite_user,2026-02-22 00:00:00,admin
347,10006,export_report,2026-01-15 00:00:00,member
348,10006,invite_user,2026-04-04 00:00:00,member
349,10006,login,2026-03-02 00:00:00,admin
350,10006,invite_user,2026-02-05 00:00:00,admin
351,10006,dashboard_view,2026-01-31 00:00:00,member
352,10006,integration_sync,2026-02-13 00:00:00,viewer
353,10006,invite_user,2026-04-24 00:00:00,member
354,10006,login,2026-04-15 00:00:00,viewer
355,10006,dashboard_view,2026-01-15 00:00:00,viewer
356,10006,invite_user,2026-04-11 00:00:00,viewer
357,10006,create_project,2026-02-14 00:00:00,admin
358,10006,create_project,2026-03-13 00:00:00,member
359,10006,export_report,2026-03-22 00:00:00,admin
360,10006,login,2026-03-31 00:00:00,admin
361,10006,create_project,2026-03-14 00:00:00,admin
362,10006,create_project,2026-02-06 00:00:00,member
363,10006,dashboard_view,2026-04-29 00:00:00,viewer
364,10006,dashboard_view,2026-03-05 00:00:00,member
365,10006,integration_sync,2026-02-06 00:00:00,viewer
366,10006,dashboard_view,2026-02-16 00:00:00,member
367,10006,integration_sync,2026-04-05 00:00:00,admin
368,10006,dashboard_view,2026-03-02 00:00:00,admin
369,10006,login,2026-03-29 00:00:00,member
370,10006,login,2026-03-04 00:00:00,member
371,10006,login,2026-02-12 00:00:00,member
372,10006,integration_sync,2026-03-20 00:00:00,admin
373,10006,export_report,2026-04-19 00:00:00,admin
374,10006,dashboard_view,2026-01-12 00:00:00,member
375,10006,invite_user,2026-03-29 00:00:00,viewer
376,10006,dashboard_view,2026-04-15 00:00:00,viewer
377,10006,create_project,2026-02-25 00:00:00,viewer
378,10006,create_project,2026-03-11 00:00:00,member
379,10006,dashboard_view,2026-01-06 00:00:00,admin
380,10006,login,2026-03-07 00:00:00,member
381,10006,export_report,2026-01-30 00:00:00,admin
382,10006,invite_user,2026-01-06 00:00:00,viewer
383,10006,login,2026-03-22 00:00:00,member
384,10006,dashboard_view,2026-03-25 00:00:00,member
385,10006,integration_sync,2026-01-15 00:00:00,admin
386,10006,invite_user,2026-04-13 00:00:00,viewer
387,10006,invite_user,2026-02-04 00:00:00,viewer
388,10006,export_report,2026-01-15 00:00:00,admin
389,10006,dashboard_view,2026-04-18 00:00:00,viewer
390,10006,login,2026-04-09 00:00:00,admin
391,10006,integration_sync,2026-04-16 00:00:00,member
392,10006,create_project,2026-03-27 00:00:00,admin
393,10006,export_report,2026-02-09 00:00:00,member
394,10006,integration_sync,2026-04-30 00:00:00,member
395,10006,create_project,2026-04-11 00:00:00,member
396,10006,create_project,2026-04-19 00:00:00,viewer
397,10006,create_project,2026-01-19 00:00:00,admin
398,10006,export_report,2026-02-07 00:00:00,member
399,10006,integration_sync,2026-01-01 00:00:00,viewer
400,10006,login,2026-01-14 00:00:00,viewer
401,10006,export_report,2026-04-28 00:00:00,member
402,10006,invite_user,2026-03-22 00:00:00,viewer
403,10006,integration_sync,2026-02-14 00:00:00,viewer
404,10006,create_project,2026-02-11 00:00:00,admin
405,10006,create_project,2026-01-26 00:00:00,member
406,10006,integration_sync,2026-02-21 00:00:00,viewer
407,10006,invite_user,2026-02-26 00:00:00,admin
408,10006,dashboard_view,2026-01-18 00:00:00,admin
409,10006,dashboard_view,2026-03-04 00:00:00,admin
410,10006,invite_user,2026-03-12 00:00:00,admin
411,10006,integration_sync,2026-03-22 00:00:00,admin
412,10006,export_report,2026-01-27 00:00:00,viewer
413,10006,invite_user,2026-01-25 00:00:00,member
414,10006,invite_user,2026-02-10 00:00:00,viewer
415,10006,export_report,2026-02-28 00:00:00,admin
416,10006,export_report,2026-01-04 00:00:00,viewer
417,10006,login,2026-03-25 00:00:00,member
418,10006,integration_sync,2026-02-13 00:00:00,admin
419,10006,dashboard_view,2026-04-02 00:00:00,admin
420,10006,login,2026-03-05 00:00:00,viewer
421,10006,export_report,2026-01-02 00:00:00,viewer
422,10006,invite_user,2026-03-18 00:00:00,member
423,10006,login,2026-01-03 00:00:00,member
424,10006,export_report,2026-02-08 00:00:00,admin
425,10006,integration_sync,2026-01-19 00:00:00,admin
426,10006,invite_user,2026-03-27 00:00:00,viewer
427,10006,export_report,2026-04-26 00:00:00,member
428,10006,dashboard_view,2026-01-22 00:00:00,admin
429,10006,,2026-04-28 00:00:00,viewer
430,10006,invite_user,2026-02-28 00:00:00,admin
431,10006,invite_user,2026-03-23 00:00:00,admin
432,10006,invite_user,2026-02-04 00:00:00,member
433,10006,integration_sync,2026-04-17 00:00:00,member
434,10006,integration_sync,2026-03-26 00:00:00,viewer
435,10006,integration_sync,2026-03-08 00:00:00,viewer
436,10006,create_project,2026-03-22 00:00:00,viewer
437,10006,export_report,2026-01-13 00:00:00,member
438,10006,integration_sync,2026-01-24 00:00:00,viewer
439,10006,dashboard_view,2026-03-06 00:00:00,viewer
440,10006,dashboard_view,2026-02-25 00:00:00,viewer
441,10006,dashboard_view,2026-01-13 00:00:00,viewer
442,10006,login,2026-02-28 00:00:00,viewer
443,10007,integration_sync,2026-04-20 00:00:00,admin
444,10007,dashboard_view,2026-02-24 00:00:00,admin
445,10007,integration_sync,2026-01-06 00:00:00,admin
446,10007,create_project,2026-04-05 00:00:00,member
447,10007,export_report,2026-01-09 00:00:00,viewer
448,10007,integration_sync,2026-02-04 00:00:00,viewer
449,10007,invite_user,2026-03-22 00:00:00,admin
450,10007,dashboard_view,2026-01-30 00:00:00,member
451,10007,login,2026-01-06 00:00:00,admin
452,10007,dashboard_view,2026-01-26 00:00:00,viewer
453,10007,export_report,2026-01-11 00:00:00,member
454,10007,invite_user,2026-02-02 00:00:00,member
455,10007,dashboard_view,2026-04-17 00:00:00,member
456,10007,dashboard_view,2026-04-21 00:00:00,admin
457,10007,export_report,2026-04-03 00:00:00,admin
458,10007,export_report,2026-04-20 00:00:00,admin
459,10007,dashboard_view,2026-04-23 00:00:00,member
460,10007,export_report,2026-03-06 00:00:00,member
461,10007,invite_user,2026-03-04 00:00:00,member
462,10007,integration_sync,2026-04-03 00:00:00,member
463,10007,export_report,2026-01-26 00:00:00,admin
464,10007,invite_user,2026-01-07 00:00:00,viewer
465,10007,login,2026-02-09 00:00:00,admin
466,10007,create_project,2026-02-14 00:00:00,viewer
467,10007,dashboard_view,2026-01-23 00:00:00,admin
468,10007,invite_user,2026-02-08 00:00:00,viewer
469,10007,create_project,2026-02-18 00:00:00,member
470,10007,invite_user,2026-03-16 00:00:00,viewer
471,10007,export_report,2026-02-24 00:00:00,viewer
472,10007,dashboard_view,2026-04-30 00:00:00,admin
473,10007,dashboard_view,2026-04-18 00:00:00,viewer
474,10007,integration_sync,2026-02-13 00:00:00,viewer
475,10007,export_report,2026-04-10 00:00:00,member
476,10007,integration_sync,2026-04-05 00:00:00,viewer
477,10007,create_project,2026-04-14 00:00:00,admin
478,10007,dashboard_view,2026-01-05 00:00:00,admin
479,10007,export_report,2026-03-07 00:00:00,viewer
480,10007,invite_user,2026-01-01 00:00:00,member
481,10007,export_report,2026-03-03 00:00:00,member
482,10007,dashboard_view,2026-04-06 00:00:00,admin
483,10007,login,2026-01-22 00:00:00,admin
484,10007,integration_sync,2026-03-16 00:00:00,member
485,10007,export_report,2026-04-08 00:00:00,viewer
486,10007,invite_user,2026-03-13 00:00:00,member
487,10007,dashboard_view,2026-04-02 00:00:00,admin
488,10007,dashboard_view,2026-02-17 00:00:00,viewer
489,10007,dashboard_view,2026-04-08 00:00:00,admin
490,10007,create_project,2026-04-06 00:00:00,admin
491,10007,login,2026-01-31 00:00:00,member
492,10007,login,2026-01-19 00:00:00,member
493,10007,export_report,2026-03-07 00:00:00,viewer
494,10007,dashboard_view,2026-01-04 00:00:00,viewer
495,10007,login,2026-02-13 00:00:00,member
496,10007,integration_sync,2026-01-31 00:00:00,viewer
497,10007,invite_user,2026-04-08 00:00:00,viewer
498,10007,export_report,2026-01-13 00:00:00,viewer
499,10007,invite_user,2026-02-10 00:00:00,member
500,10007,create_project,2026-02-03 00:00:00,viewer
501,10007,create_project,2026-02-25 00:00:00,viewer
502,10007,create_project,2026-03-16 00:00:00,viewer
503,10007,integration_sync,2026-01-04 00:00:00,member
504,10007,login,2026-03-14 00:00:00,admin
505,10007,dashboard_view,2026-01-22 00:00:00,viewer
506,10007,invite_user,2026-04-21 00:00:00,admin
507,10007,create_project,2026-02-12 00:00:00,viewer
508,10007,integration_sync,2026-04-08 00:00:00,member
509,10007,integration_sync,2026-03-17 00:00:00,viewer
510,10007,dashboard_view,2026-04-28 00:00:00,member
511,10007,invite_user,2026-03-20 00:00:00,viewer
512,10007,dashboard_view,2026-03-25 00:00:00,viewer
513,10007,integration_sync,2026-04-25 00:00:00,viewer
514,10007,dashboard_view,2026-01-23 00:00:00,viewer
515,10007,invite_user,2026-04-06 00:00:00,member
516,10007,invite_user,2026-03-31 00:00:00,member
517,10007,integration_sync,2026-01-10 00:00:00,viewer
518,10007,invite_user,2026-04-05 00:00:00,admin
519,10007,export_report,2026-03-12 00:00:00,admin
520,10007,invite_user,2026-03-18 00:00:00,viewer
521,10007,dashboard_view,2026-02-16 00:00:00,member
522,10007,create_project,2026-04-18 00:00:00,viewer
523,10007,dashboard_view,2026-02-28 00:00:00,member
524,10007,integration_sync,2026-03-28 00:00:00,admin
525,10007,export_report,2026-03-19 00:00:00,member
526,10007,invite_user,2026-01-29 00:00:00,member
527,10007,create_project,2026-02-06 00:00:00,admin
528,10007,invite_user,2026-03-17 00:00:00,member
529,10007,login,2026-04-07 00:00:00,member
530,10007,export_report,2026-03-04 00:00:00,member
531,10007,invite_user,2026-04-01 00:00:00,viewer
532,10007,dashboard_view,2026-02-23 00:00:00,member
533,10007,login,2026-02-23 00:00:00,viewer
534,10007,create_project,2026-04-12 00:00:00,viewer
535,10007,export_report,2026-03-09 00:00:00,viewer
536,10007,login,2026-01-16 00:00:00,admin
537,10007,integration_sync,2026-02-21 00:00:00,admin
538,10007,login,2026-02-28 00:00:00,member
539,10007,create_project,2026-01-03 00:00:00,viewer
540,10007,integration_sync,2026-01-30 00:00:00,member
541,10007,create_project,2026-02-19 00:00:00,admin
