invoice_id,subscription_id,account_id,invoice_date,amount,status
102,9,10014,2025-11-08,15406.7,paid
103,9,10014,2025-12-08,15406.7,paid
104,9,10014,2026-01-08,15406.7,paid
105,9,10014,2026-02-08,15406.7,paid
106,9,10014,2026-03-08,15406.7,paid
107,9,10014,2026-04-08,15406.7,paid
108,9,10014,2026-05-08,15406.7,paid
109,10,10015,2025-09-08,3667.58,paid
110,10,10015,2025-10-08,3667.58,paid
111,10,10015,2025-11-08,3667.58,paid
112,10,10015,2025-12-08,3667.58,paid
113,10,10015,2026-01-08,3667.58,paid
114,10,10015,2026-02-08,3667.58,paid
115,10,10015,2026-03-08,3667.58,paid
116,10,10015,2026-04-08,3667.58,paid
117,10,10015,2026-05-08,3667.58,paid
118,10,10015,2026-06-08,3667.58,paid
119,10,10015,2026-07-08,3667.58,paid
120,10,10015,2026-08-08,3667.58,paid
121,11,10016,2025-11-04,840.4,paid
122,11,10016,2025-12-04,840.4,paid
123,11,10016,2026-01-04,840.4,paid
124,11,10016,2026-02-04,840.4,paid
125,11,10016,2026-03-04,840.4,paid
126,11,10016,2026-04-04,840.4,paid
127,11,10016,2026-05-04,840.4,paid
128,11,10016,2026-06-04,840.4,paid
129,11,10016,2026-07-04,840.4,paid
130,11,10016,2026-08-04,840.4,paid
131,11,10016,2026-09-04,840.4,paid
132,11,10016,2026-10-04,840.4,paid
133,12,10018,2025-09-30,988.94,paid
134,12,10018,2025-10-31,988.94,paid
135,12,10018,2025-11-30,988.94,paid
136,12,10018,2025-12-31,988.94,paid
137,12,10018,2026-01-31,988.94,paid
138,12,10018,2026-02-28,988.94,failed
139,12,10018,2026-03-31,988.94,paid
140,12,10018,2026-04-30,988.94,failed
141,12,10018,2026-05-31,988.94,paid
142,12,10018,2026-06-30,988.94,paid
143,12,10018,2026-07-31,988.94,paid
144,12,10018,2026-08-31,988.94,paid
145,13,10019,2025-09-06,10734.75,paid
146,13,10019,2025-10-06,10734.75,paid
147,13,10019,2025-11-06,10734.75,paid
148,13,10019,2025-12-06,10734.75,paid
149,13,10019,2026-01-06,10734.75,paid
150,13,10019,2026-02-06,10734.75,paid
151,13,10019,2026-03-06,10734.75,paid
152,13,10019,2026-04-06,-25.0,paid
153,13,10019,2026-05-06,10734.75,paid
154,13,10019,2026-06-06,10734.75,paid
155,13,10019,2026-07-06,10734.75,paid
156,13,10019,2026-08-06,10734.75,paid
157,14,10020,2025-08-03,3733.0,paid
158,14,10020,2025-09-03,3733.0,paid
159,14,10020,2025-10-03,3733.0,paid
160,14,10020,2025-11-03,3733.0,paid
161,14,10020,2025-12-03,3733.0,paid
162,14,10020,2026-01-03,3733.0,paid
163,14,10020,2026-02-03,3733.0,paid
164,14,10020,2026-03-03,3733.0,paid
165,14,10020,2026-04-03,3733.0,paid
166,14,10020,2026-05-03,3733.0,paid
167,14,10020,2026-06-03,3733.0,paid
168,14,10020,2026-07-03,3733.0,paid
169,15,10021,2025-07-19,2716.15,paid
170,15,10021,2025-08-19,2716.15,paid
171,15,10021,2025-09-19,2716.15,paid
172,15,10021,2025-10-19,2716.15,paid
173,15,10021,2025-11-19,2716.15,paid
174,15,10021,2025-12-19,2716.15,paid
175,15,10021,2026-01-19,2716.15,paid
176,15,10021,2026-02-19,2716.15,paid
177,15,10021,2026-03-19,2716.15,paid
178,15,10021,2026-04-19,2716.15,paid
179,15,10021,2026-05-19,2716.15,paid
180,15,10021,2026-06-19,2716.15,paid
181,16,10022,2025-12-05,1085.06,paid
182,16,10022,2026-01-05,1085.06,paid
183,16,10022,2026-02-05,1085.06,paid
184,16,10022,2026-03-05,1085.06,paid
185,16,10022,2026-04-05,1085.06,paid
186,16,10022,2026-05-05,1085.06,paid
187,16,10022,2026-06-05,1085.06,paid
188,16,10022,2026-07-05,1085.06,paid
189,16,10022,2026-08-05,1085.06,paid
190,16,10022,2026-09-05,1085.06,paid
191,16,10022,2026-10-05,1085.06,paid
192,16,10022,2026-11-05,1085.06,paid
193,17,10023,2025-12-14,9620.61,paid
194,17,10023,2026-01-14,9620.61,paid
195,17,10023,2026-02-14,9620.61,failed
196,17,10023,2026-03-14,9620.61,paid
197,17,10023,2026-04-14,9620.61,paid
198,17,10023,2026-05-14,9620.61,paid
199,17,10023,2026-06-14,9620.61,paid
200,17,10023,2026-07-14,9620.61,paid
201,17,10023,2026-08-14,9620.61,paid
202,17,10023,2026-09-14,9620.61,paid
203,17,10023,2026-10-14,9620.61,paid
204,17,10023,2026-11-14,9620.61,paid
205,18,10024,2025-07-29,10133.09,paid
206,18,10024,2025-08-29,10133.09,paid
207,18,10024,2025-09-29,10133.09,paid
208,18,10024,2025-10-29,10133.09,paid
209,18,10024,2025-11-29,10133.09,paid
210,18,10024,2025-12-29,10133.09,paid
211,18,10024,2026-01-29,10133.09,paid
212,18,10024,2026-02-28,10133.09,paid
213,18,10024,2026-03-29,10133.09,paid
214,18,10024,2026-04-29,10133.09,paid
215,18,10024,2026-05-29,10133.09,paid
216,18,10024,2026-06-29,10133.09,paid
217,19,10026,2026-01-31,1181.83,paid
218,19,10026,2026-02-28,1181.83,paid
219,19,10026,2026-03-31,1181.83,paid
220,19,10026,2026-04-30,1181.83,paid
221,19,10026,2026-05-31,1181.83,paid
222,19,10026,2026-06-30,1181.83,paid
223,19,10026,2026-07-31,1181.83,paid
224,19,10026,2026-08-31,1181.83,paid
225,19,10026,2026-09-30,1181.83,paid
226,19,10026,2026-10-31,1181.83,paid
227,19,10026,2026-11-30,1181.83,paid
228,19,10026,2026-12-31,1181.83,paid
229,20,10029,2025-10-09,773.77,paid
230,20,10029,2025-11-09,773.77,paid
231,20,10029,2025-12-09,773.77,paid
232,20,10029,2026-01-09,773.77,paid
233,20,10029,2026-02-09,773.77,paid
234,20,10029,2026-03-09,773.77,paid
235,20,10029,2026-04-09,773.77,paid
236,20,10029,2026-05-09,773.77,paid
237,20,10029,2026-06-09,773.77,paid
238,20,10029,2026-07-09,773.77,paid
239,20,10029,2026-08-09,773.77,paid
240,20,10029,2026-09-09,773.77,paid
241,21,10030,2025-09-26,2894.26,paid
242,21,10030,2025-10-26,2894.26,paid
243,21,10030,2025-11-26,2894.26,paid
244,21,10030,2025-12-26,2894.26,paid
245,21,10030,2026-01-26,2894.26,paid
246,21,10030,2026-02-26,2894.26,paid
247,21,10030,2026-03-26,2894.26,paid
248,21,10030,2026-04-26,2894.26,paid
249,21,10030,2026-05-26,2894.26,paid
250,21,10030,2026-06-26,2894.26,paid
251,21,10030,2026-07-26,2894.26,paid
252,21,10030,2026-08-26,2894.26,paid
253,22,10031,2025-09-22,3450.52,paid
254,22,10031,2025-10-22,3450.52,paid
255,22,10031,2025-11-22,3450.52,paid
256,22,10031,2025-12-22,3450.52,paid
257,22,10031,2026-01-22,3450.52,paid
258,22,10031,2026-02-22,3450.52,paid
259,22,10031,2026-03-22,3450.52,paid
260,22,10031,2026-04-22,3450.52,paid
261,22,10031,2026-05-22,3450.52,paid
262,22,10031,2026-06-22,3450.52,paid
263,22,10031,2026-07-22,3450.52,paid
264,22,10031,2026-08-22,3450.52,paid
265,23,10032,2025-09-30,16134.71,paid
266,23,10032,2025-10-31,16134.71,paid
267,23,10032,2025-11-30,16134.71,paid
268,23,10032,2025-12-31,16134.71,paid
269,23,10032,2026-01-31,16134.71,paid
270,23,10032,2026-02-28,16134.71,paid
271,23,10032,2026-03-31,16134.71,paid
272,23,10032,2026-04-30,16134.71,paid
273,23,10032,2026-05-31,16134.71,paid
274,23,10032,2026-06-30,16134.71,paid
275,23,10032,2026-07-31,16134.71,paid
276,23,10032,2026-08-31,16134.71,paid
277,24,10033,2026-01-25,1222.6,paid
278,24,10033,2026-02-25,1222.6,paid
279,24,10033,2026-03-25,1222.6,paid
280,24,10033,2026-04-25,1222.6,paid
281,24,10033,2026-05-25,1222.6,paid
282,24,10033,2026-06-25,1222.6,paid
283,24,10033,2026-07-25,1222.6,paid
284,24,10033,2026-08-25,1222.6,paid
285,24,10033,2026-09-25,1222.6,paid
286,24,10033,2026-10-25,1222.6,paid
287,24,10033,2026-11-25,1222.6,paid
288,24,10033,2026-12-25,1222.6,paid
289,25,10034,2025-05-09,1226.71,paid
290,25,10034,2025-06-09,1226.71,paid
291,25,10034,2025-07-09,1226.71,paid
292,25,10034,2025-08-09,1226.71,paid
293,25,10034,2025-09-09,1226.71,paid
294,25,10034,2025-10-09,1226.71,paid
295,25,10034,2025-11-09,1226.71,paid
296,25,10034,2025-12-09,1226.71,paid
297,25,10034,2026-01-09,1226.71,paid
298,25,10034,2026-02-09,1226.71,paid
299,25,10034,2026-03-09,1226.71,paid
300,25,10034,2026-04-09,1226.71,paid
301,26,10035,2025-05-24,4158.75,paid
302,26,10035,2025-06-24,4158.75,paid
303,26,10035,2025-07-24,4158.75,paid
304,26,10035,2025-08-24,4158.75,paid
305,26,10035,2025-09-24,4158.75,paid
306,26,10035,2025-10-24,4158.75,paid
307,26,10035,2025-11-24,4158.75,paid
308,26,10035,2025-12-24,4158.75,paid
309,26,10035,2026-01-24,4158.75,paid
310,26,10035,2026-02-24,4158.75,failed
311,26,10035,2026-03-24,4158.75,paid
312,26,10035,2026-04-24,4158.75,paid
313,27,10036,2025-06-05,1131.27,paid
314,27,10036,2025-07-05,1131.27,paid
315,27,10036,2025-08-05,1131.27,paid
316,27,10036,2025-09-05,1131.27,failed
317,27,10036,2025-10-05,1131.27,paid
318,27,10036,2025-11-05,1131.27,paid
319,27,10036,2025-12-05,1131.27,paid
320,27,10036,2026-01-05,1131.27,paid
321,27,10036,2026-02-05,1131.27,paid
322,27,10036,2026-03-05,1131.27,paid
323,27,10036,2026-04-05,1131.27,paid
324,27,10036,2026-05-05,1131.27,paid
325,28,10037,2026-02-11,1110.27,paid
326,28,10037,2026-03-11,1110.27,paid
327,28,10037,2026-04-11,1110.27,paid
328,28,10037,2026-05-11,1110.27,paid
329,28,10037,2026-06-11,1110.27,paid
330,28,10037,2026-07-11,1110.27,failed
331,28,10037,2026-08-11,1110.27,paid
332,28,10037,2026-09-11,1110.27,paid
333,28,10037,2026-10-11,1110.27,paid
334,28,10037,2026-11-11,1110.27,paid
335,28,10037,2026-12-11,1110.27,paid
336,28,10037,2027-01-11,1110.27,paid
337,29,10038,2025-09-20,2892.27,paid
338,29,10038,2025-10-20,2892.27,paid
339,29,10038,2025-11-20,2892.27,paid
340,29,10038,2025-12-20,2892.27,paid
341,29,10038,2026-01-20,2892.27,paid
342,29,10038,2026-02-20,2892.27,paid
343,29,10038,2026-03-20,2892.27,paid
344,29,10038,2026-04-20,2892.27,paid
345,29,10038,2026-05-20,2892.27,paid
346,29,10038,2026-06-20,2892.27,paid
347,29,10038,2026-07-20,2892.27,paid
348,29,10038,2026-08-20,2892.27,paid
349,30,10039,2026-01-24,1109.76,paid
350,30,10039,2026-02-24,1109.76,paid
351,30,10039,2026-03-24,1109.76,paid
352,30,10039,2026-04-24,1109.76,paid
353,30,10039,2026-05-24,1109.76,paid
354,30,10039,2026-06-24,1109.76,paid
355,30,10039,2026-07-24,1109.76,paid
356,30,10039,2026-08-24,1109.76,paid
357,30,10039,2026-09-24,1109.76,paid
358,30,10039,2026-10-24,1109.76,paid
359,30,10039,2026-11-24,1109.76,paid
360,30,10039,2026-12-24,1109.76,paid
361,31,10040,2026-01-26,4371.54,paid
362,31,10040,2026-02-26,4371.54,paid
363,31,10040,2026-03-26,4371.54,paid
364,31,10040,2026-04-26,4371.54,paid
365,31,10040,2026-05-26,4371.54,paid
366,31,10040,2026-06-26,4371.54,paid
367,31,10040,2026-07-26,4371.54,paid
368,31,10040,2026-08-26,4371.54,paid
369,31,10040,2026-09-26,4371.54,paid
370,31,10040,2026-10-26,4371.54,paid
371,31,10040,2026-11-26,4371.54,paid
372,31,10040,2026-12-26,4371.54,paid
373,32,10041,2025-04-29,4017.67,paid
374,32,10041,2025-05-29,4017.67,paid
375,32,10041,2025-06-29,4017.67,paid
376,32,10041,2025-07-29,4017.67,paid
377,32,10041,2025-08-29,4017.67,paid
378,32,10041,2025-09-29,4017.67,paid
379,32,10041,2025-10-29,4017.67,paid
380,32,10041,2025-11-29,4017.67,paid
381,32,10041,2025-12-29,4017.67,paid
382,32,10041,2026-01-29,4017.67,paid
383,32,10041,2026-02-28,4017.67,paid
384,32,10041,2026-03-29,4017.67,paid
385,33,10042,2025-02-06,11602.29,failed
386,33,10042,2025-03-06,11602.29,paid
387,33,10042,2025-04-06,11602.29,paid
388,33,10042,2025-05-06,11602.29,paid
389,33,10042,2025-06-06,11602.29,paid
390,33,10042,2025-07-06,11602.29,paid
391,33,10042,2025-08-06,11602.29,paid
392,33,10042,2025-09-06,11602.29,failed
393,33,10042,2025-10-06,11602.29,paid
394,33,10042,2025-11-06,11602.29,paid
395,33,10042,2025-12-06,11602.29,paid
396,33,10042,2026-01-06,11602.29,paid
397,34,10043,2025-10-15,4866.36,paid
398,34,10043,2025-11-15,4866.36,paid
399,34,10043,2025-12-15,4866.36,paid
400,34,10043,2026-01-15,4866.36,paid
401,34,10043,2026-02-15,4866.36,paid
402,34,10043,2026-03-15,4866.36,paid
403,34,10043,2026-04-15,4866.36,paid
404,34,10043,2026-05-15,4866.36,paid
405,34,10043,2026-06-15,4866.36,paid
406,34,10043,2026-07-15,4866.36,paid
407,34,10043,2026-08-15,4866.36,paid
408,34,10043,2026-09-15,4866.36,paid
409,35,10044,2025-04-21,1148.83,paid
410,35,10044,2025-05-21,1148.83,paid
411,35,10044,2025-06-21,1148.83,paid
412,35,10044,2025-07-21,1148.83,paid
413,35,10044,2025-08-21,1148.83,paid
414,35,10044,2025-09-21,1148.83,paid
415,35,10044,2025-10-21,1148.83,paid
416,35,10044,2025-11-21,1148.83,paid
417,35,10044,2025-12-21,-25.0,paid
418,35,10044,2026-01-21,1148.83,paid
419,35,10044,2026-02-21,1148.83,paid
420,35,10044,2026-03-21,1148.83,paid
421,36,10045,2025-03-28,9605.96,paid
422,36,10045,2025-04-28,9605.96,paid
423,36,10045,2025-05-28,9605.96,paid
424,36,10045,2025-06-28,9605.96,paid
425,36,10045,2025-07-28,9605.96,paid
426,36,10045,2025-08-28,9605.96,paid
427,36,10045,2025-09-28,9605.96,paid
428,36,10045,2025-10-28,9605.96,paid
429,36,10045,2025-11-28,9605.96,paid
430,36,10045,2025-12-28,9605.96,paid
431,36,10045,2026-01-28,9605.96,paid
432,36,10045,2026-02-28,9605.96,paid
433,37,10046,2025-04-14,17182.68,paid
434,37,10046,2025-05-14,17182.68,paid
435,37,10046,2025-06-14,17182.68,paid
436,37,10046,2025-07-14,17182.68,paid
437,37,10046,2025-08-14,17182.68,paid
438,37,10046,2025-09-14,17182.68,paid
439,37,10046,2025-10-14,17182.68,paid
440,37,10046,2025-11-14,17182.68,paid
441,37,10046,2025-12-14,17182.68,paid
442,37,10046,2026-01-14,17182.68,paid
443,37,10046,2026-02-14,17182.68,paid
444,37,10046,2026-03-14,17182.68,paid
445,38,10049,2025-05-07,3016.82,paid
446,38,10049,2025-06-07,3016.82,paid
447,38,10049,2025-07-07,3016.82,paid
448,38,10049,2025-08-07,3016.82,paid
449,38,10049,2025-09-07,3016.82,paid
450,38,10049,2025-10-07,3016.82,paid
451,38,10049,2025-11-07,3016.82,paid
452,38,10049,2025-12-07,3016.82,paid
453,38,10049,2026-01-07,3016.82,paid
454,38,10049,2026-02-07,3016.82,paid
455,38,10049,2026-03-07,3016.82,paid
456,38,10049,2026-04-07,3016.82,paid
457,39,10050,2025-09-30,991.08,paid
458,39,10050,2025-10-31,991.08,paid
459,39,10050,2025-11-30,991.08,paid
460,39,10050,2025-12-31,991.08,paid
461,39,10050,2026-01-31,991.08,paid
462,39,10050,2026-02-28,991.08,paid
463,39,10050,2026-03-31,991.08,paid
464,39,10050,2026-04-30,991.08,paid
465,39,10050,2026-05-31,991.08,paid
466,39,10050,2026-06-30,991.08,paid
467,39,10050,2026-07-31,991.08,paid
468,39,10050,2026-08-31,991.08,paid
469,40,10052,2025-09-29,-25.0,paid
470,40,10052,2025-10-29,1054.11,paid
471,40,10052,2025-11-29,1054.11,paid
472,40,10052,2025-12-29,1054.11,paid
473,40,10052,2026-01-29,1054.11,failed
474,40,10052,2026-02-28,1054.11,paid
475,40,10052,2026-03-29,1054.11,paid
476,40,10052,2026-04-29,1054.11,paid
477,40,10052,2026-05-29,1054.11,paid
478,40,10052,2026-06-29,1054.11,paid
479,40,10052,2026-07-29,1054.11,paid
480,40,10052,2026-08-29,1054.11,paid
481,41,10053,2025-11-28,5073.82,paid
482,41,10053,2025-12-28,5073.82,paid
483,41,10053,2026-01-28,5073.82,paid
484,41,10053,2026-02-28,5073.82,paid
485,41,10053,2026-03-28,5073.82,failed
486,41,10053,2026-04-28,5073.82,paid
487,41,10053,2026-05-28,5073.82,paid
488,41,10053,2026-06-28,5073.82,paid
489,41,10053,2026-07-28,5073.82,paid
490,41,10053,2026-08-28,5073.82,paid
491,41,10053,2026-09-28,5073.82,paid
492,41,10053,2026-10-28,5073.82,paid
493,42,10055,2025-06-17,2891.05,failed
494,42,10055,2025-07-17,2891.05,paid
495,42,10055,2025-08-17,2891.05,paid
496,42,10055,2025-09-17,2891.05,paid
497,42,10055,2025-10-17,2891.05,paid
498,42,10055,2025-11-17,2891.05,paid
499,42,10055,2025-12-17,2891.05,paid
500,42,10055,2026-01-17,2891.05,paid
501,42,10055,2026-02-17,2891.05,paid
502,42,10055,2026-03-17,2891.05,paid
503,42,10055,2026-04-17,2891.05,paid
504,42,10055,2026-05-17,2891.05,paid
505,43,10056,2025-05-08,3294.68,paid
506,43,10056,2025-06-08,3294.68,failed
507,43,10056,2025-07-08,3294.68,paid
508,43,10056,2025-08-08,3294.68,paid
509,43,10056,2025-09-08,3294.68,paid
510,43,10056,2025-10-08,3294.68,paid
511,43,10056,2025-11-08,3294.68,paid
512,43,10056,2025-12-08,3294.68,paid
513,43,10056,2026-01-08,3294.68,failed
514,43,10056,2026-02-08,3294.68,paid
515,43,10056,2026-03-08,3294.68,paid
516,43,10056,2026-04-08,3294.68,paid
517,44,10057,2025-08-11,3269.14,paid
518,44,10057,2025-09-11,3269.14,paid
519,44,10057,2025-10-11,3269.14,paid
520,44,10057,2025-11-11,3269.14,failed
521,44,10057,2025-12-11,3269.14,paid
522,44,10057,2026-01-11,3269.14,paid
523,44,10057,2026-02-11,3269.14,paid
524,44,10057,2026-03-11,3269.14,paid
525,44,10057,2026-04-11,3269.14,paid
526,44,10057,2026-05-11,3269.14,paid
527,44,10057,2026-06-11,3269.14,failed
528,44,10057,2026-07-11,3269.14,paid
529,45,10058,2025-03-17,3387.89,paid
530,45,10058,2025-04-17,3387.89,paid
531,45,10058,2025-05-17,3387.89,paid
532,45,10058,2025-06-17,3387.89,paid
533,45,10058,2025-07-17,3387.89,paid
534,45,10058,2025-08-17,3387.89,paid
535,45,10058,2025-09-17,3387.89,paid
536,45,10058,2025-10-17,3387.89,paid
537,45,10058,2025-11-17,3387.89,paid
538,45,10058,2025-12-17,3387.89,paid
539,45,10058,2026-01-17,3387.89,paid
540,45,10058,2026-02-17,3387.89,paid
541,46,10060,2025-12-18,760.55,paid
542,46,10060,2026-01-18,760.55,paid
543,46,10060,2026-02-18,760.55,paid
544,46,10060,2026-03-18,760.55,paid
545,46,10060,2026-04-18,760.55,paid
546,46,10060,2026-05-18,760.55,paid
547,46,10060,2026-06-18,760.55,paid
548,46,10060,2026-07-18,760.55,paid
549,46,10060,2026-08-18,760.55,paid
550,46,10060,2026-09-18,760.55,paid
551,46,10060,2026-10-18,760.55,paid
552,46,10060,2026-11-18,760.55,paid
553,47,10061,2026-02-24,3692.44,paid
554,47,10061,2026-03-24,3692.44,paid
555,47,10061,2026-04-24,3692.44,paid
556,47,10061,2026-05-24,3692.44,paid
557,47,10061,2026-06-24,3692.44,paid
558,47,10061,2026-07-24,3692.44,paid
559,47,10061,2026-08-24,3692.44,paid
560,47,10061,2026-09-24,3692.44,paid
561,47,10061,2026-10-24,3692.44,paid
562,47,10061,2026-11-24,3692.44,paid
563,47,10061,2026-12-24,3692.44,paid
564,47,10061,2027-01-24,3692.44,paid
565,48,10062,2026-01-14,3730.12,paid
566,48,10062,2026-02-14,3730.12,paid
567,48,10062,2026-03-14,3730.12,paid
568,48,10062,2026-04-14,3730.12,paid
569,48,10062,2026-05-14,3730.12,paid
570,48,10062,2026-06-14,3730.12,paid
571,48,10062,2026-07-14,3730.12,paid
572,48,10062,2026-08-14,3730.12,paid
573,48,10062,2026-09-14,3730.12,paid
574,48,10062,2026-10-14,3730.12,paid
575,48,10062,2026-11-14,3730.12,paid
576,48,10062,2026-12-14,3730.12,paid
577,49,10063,2025-02-23,3748.29,paid
578,49,10063,2025-03-23,3748.29,paid
579,49,10063,2025-04-23,3748.29,paid
580,49,10063,2025-05-23,3748.29,paid
581,49,10063,2025-06-23,3748.29,paid
582,49,10063,2025-07-23,3748.29,paid
583,49,10063,2025-08-23,3748.29,paid
584,49,10063,2025-09-23,3748.29,paid
585,49,10063,2025-10-23,3748.29,paid
586,49,10063,2025-11-23,3748.29,paid
587,49,10063,2025-12-23,3748.29,paid
588,49,10063,2026-01-23,3748.29,paid
589,50,10066,2025-08-24,4684.41,paid
590,50,10066,2025-09-24,4684.41,paid
591,50,10066,2025-10-24,4684.41,paid
592,50,10066,2025-11-24,4684.41,paid
593,50,10066,2025-12-24,4684.41,paid
594,50,10066,2026-01-24,4684.41,paid
595,50,10066,2026-02-24,4684.41,paid
596,50,10066,2026-03-24,4684.41,paid
597,50,10066,2026-04-24,4684.41,paid
598,50,10066,2026-05-24,4684.41,paid
599,50,10066,2026-06-24,4684.41,paid
600,50,10066,2026-07-24,4684.41,paid
601,51,10067,2025-10-01,3954.59,paid
602,51,10067,2025-11-01,3954.59,paid
603,51,10067,2025-12-01,3954.59,paid
604,51,10067,2026-01-01,3954.59,paid
605,51,10067,2026-02-01,3954.59,failed
606,51,10067,2026-03-01,3954.59,paid
607,51,10067,2026-04-01,3954.59,paid
608,51,10067,2026-05-01,3954.59,paid
609,51,10067,2026-06-01,3954.59,paid
610,51,10067,2026-07-01,3954.59,paid
611,51,10067,2026-08-01,3954.59,paid
612,51,10067,2026-09-01,3954.59,failed
613,52,10069,2025-06-20,734.76,paid
614,52,10069,2025-07-20,734.76,paid
615,52,10069,2025-08-20,734.76,paid
616,52,10069,2025-09-20,734.76,paid
617,52,10069,2025-10-20,734.76,failed
618,52,10069,2025-11-20,734.76,paid
619,52,10069,2025-12-20,734.76,paid
620,52,10069,2026-01-20,734.76,paid
621,52,10069,2026-02-20,734.76,paid
622,52,10069,2026-03-20,734.76,paid
623,52,10069,2026-04-20,734.76,paid
624,52,10069,2026-05-20,734.76,paid
625,53,10070,2025-03-08,3638.47,paid
626,53,10070,2025-04-08,3638.47,paid
627,53,10070,2025-05-08,3638.47,paid
628,53,10070,2025-06-08,3638.47,paid
629,53,10070,2025-07-08,3638.47,paid
630,53,10070,2025-08-08,3638.47,paid
631,53,10070,2025-09-08,3638.47,paid
632,53,10070,2025-10-08,3638.47,paid
633,53,10070,2025-11-08,3638.47,paid
634,53,10070,2025-12-08,3638.47,paid
635,53,10070,2026-01-08,3638.47,paid
636,53,10070,2026-02-08,3638.47,paid
637,54,10071,2026-01-15,1042.28,paid
